micnum,ccode1,ccode2,year,dyfatalmin1,dyfatalmax1,dyfatalmin2,dyfatalmax2,dyhiact1,dyhiact2,dyhostlev1,dyhostlev2,numevents,version
1495,101,210,1856,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1495,210,101,1856,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1497,101,210,1870,0,0,0,0,15,7,4,3,4,mic-tdd-1.01
1497,210,101,1870,0,0,0,0,7,15,3,4,4,mic-tdd-1.01
1498,135,230,1846,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
1498,155,230,1846,0,0,0,0,8,0,3,1,2,mic-tdd-1.01
1498,230,135,1846,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
1498,230,155,1846,0,0,0,0,0,8,1,3,2,mic-tdd-1.01
1500,145,155,1857,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1500,155,145,1857,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1502,145,155,1863,0,0,0,0,4,7,2,3,4,mic-tdd-1.01
1502,155,145,1863,0,0,0,0,7,4,3,2,4,mic-tdd-1.01
1503,135,155,1872,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1503,155,135,1872,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1506,100,135,1852,0,0,0,0,10,0,3,1,3,mic-tdd-1.01
1506,100,155,1852,0,0,0,0,10,1,3,2,2,mic-tdd-1.01
1506,100,155,1853,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1506,135,100,1852,0,0,0,0,0,10,1,3,3,mic-tdd-1.01
1506,155,100,1852,0,0,0,0,1,10,2,3,2,mic-tdd-1.01
1506,155,100,1853,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1507,155,160,1843,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1507,160,155,1843,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1508,155,160,1873,0,0,0,0,7,7,3,3,5,mic-tdd-1.01
1508,160,155,1873,0,0,0,0,7,7,3,3,5,mic-tdd-1.01
1510,155,160,1878,0,0,0,0,15,7,4,3,3,mic-tdd-1.01
1510,160,155,1878,0,0,0,0,7,15,3,4,3,mic-tdd-1.01
1511,155,160,1879,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1511,160,155,1879,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1512,2,155,1891,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1512,155,2,1891,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1513,155,160,1898,0,0,0,0,11,7,3,3,4,mic-tdd-1.01
1513,160,155,1898,0,0,0,0,7,11,3,3,4,mic-tdd-1.01
1515,135,155,1884,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
1515,155,135,1884,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
1517,155,200,1883,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1517,200,155,1883,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1518,135,155,1879,970,1255,616,686,22,22,5,5,6,mic-tdd-1.01
1518,135,155,1880,1712,2509,407,744,22,22,5,5,6,mic-tdd-1.01
1518,135,155,1881,2814,3431,983,1506,22,22,5,5,4,mic-tdd-1.01
1518,135,155,1882,630,845,125,160,22,22,5,5,3,mic-tdd-1.01
1518,135,155,1883,1350,1650,100,130,22,22,5,5,2,mic-tdd-1.01
1518,145,155,1878,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
1518,145,155,1879,620,920,570,895,22,22,5,5,8,mic-tdd-1.01
1518,145,155,1881,0,0,0,0,0,14,1,4,2,mic-tdd-1.01
1518,155,135,1879,616,686,970,1255,22,22,5,5,6,mic-tdd-1.01
1518,155,135,1880,407,744,1712,2509,22,22,5,5,6,mic-tdd-1.01
1518,155,135,1881,983,1506,2814,3431,22,22,5,5,4,mic-tdd-1.01
1518,155,135,1882,125,160,630,845,22,22,5,5,3,mic-tdd-1.01
1518,155,135,1883,100,130,1350,1650,22,22,5,5,2,mic-tdd-1.01
1518,155,145,1878,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
1518,155,145,1879,570,895,620,920,22,22,5,5,8,mic-tdd-1.01
1518,155,145,1881,0,0,0,0,14,0,4,1,2,mic-tdd-1.01
1519,100,130,1863,70,260,110,300,22,22,5,5,9,mic-tdd-1.01
1519,130,100,1863,110,300,70,260,22,22,5,5,9,mic-tdd-1.01
1520,100,130,1862,26,100,26,100,17,17,4,4,7,mic-tdd-1.01
1520,130,100,1862,26,100,26,100,17,17,4,4,7,mic-tdd-1.01
1521,100,130,1857,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
1521,130,100,1857,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
1522,2,100,1856,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1522,100,2,1856,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1526,140,160,1874,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1526,160,140,1874,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1527,140,160,1872,0,0,0,0,1,10,2,3,2,mic-tdd-1.01
1527,160,140,1872,0,0,0,0,10,1,3,2,2,mic-tdd-1.01
1528,140,160,1851,5,29,2,33,22,22,5,5,6,mic-tdd-1.01
1528,140,160,1852,250,400,800,1000,22,22,5,5,3,mic-tdd-1.01
1528,160,140,1851,2,33,5,29,22,22,5,5,6,mic-tdd-1.01
1528,160,140,1852,800,1000,250,400,22,22,5,5,3,mic-tdd-1.01
1529,2,41,1891,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
1529,41,2,1891,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
1530,2,41,1888,0,0,0,0,7,15,3,4,2,mic-tdd-1.01
1530,41,2,1888,0,0,0,0,15,7,4,3,2,mic-tdd-1.01
1531,2,41,1882,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1531,41,2,1882,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1532,2,41,1869,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1532,41,2,1869,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1533,90,92,1876,625,1150,601,1110,22,22,5,5,12,mic-tdd-1.01
1533,92,90,1876,601,1110,625,1150,22,22,5,5,12,mic-tdd-1.01
1534,90,92,1890,153,350,153,350,17,17,4,4,8,mic-tdd-1.01
1534,92,90,1890,153,350,153,350,17,17,4,4,8,mic-tdd-1.01
1535,2,90,1885,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1535,70,90,1885,0,0,0,0,10,0,3,1,1,mic-tdd-1.01
1535,90,92,1885,800,900,175,225,22,22,5,5,7,mic-tdd-1.01
1535,90,2,1885,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1535,90,70,1885,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
1535,92,90,1885,175,225,800,900,22,22,5,5,7,mic-tdd-1.01
1540,230,235,1840,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
1540,235,230,1840,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
1541,2,70,1893,0,0,0,0,7,15,3,4,2,mic-tdd-1.01
1541,70,2,1893,0,0,0,0,15,7,4,3,2,mic-tdd-1.01
1543,2,70,1880,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1543,70,2,1880,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1544,2,70,1876,0,0,0,0,0,15,1,4,3,mic-tdd-1.01
1544,2,70,1877,0,0,0,0,16,15,4,4,12,mic-tdd-1.01
1544,2,70,1878,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
1544,70,2,1876,0,0,0,0,15,0,4,1,3,mic-tdd-1.01
1544,70,2,1877,0,0,0,0,15,16,4,4,12,mic-tdd-1.01
1544,70,2,1878,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
1545,2,70,1875,1,10,1,10,17,17,4,4,4,mic-tdd-1.01
1545,70,2,1875,1,10,1,10,17,17,4,4,4,mic-tdd-1.01
1549,2,70,1860,1,1,15,15,17,17,4,4,3,mic-tdd-1.01
1549,70,2,1860,15,15,1,1,17,17,4,4,3,mic-tdd-1.01
1550,2,70,1855,0,0,0,0,12,0,3,1,3,mic-tdd-1.01
1550,70,2,1855,0,0,0,0,0,12,1,3,3,mic-tdd-1.01
1551,2,70,1850,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
1551,70,2,1850,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
1552,2,70,1843,0,0,0,0,1,7,2,3,6,mic-tdd-1.01
1552,2,70,1844,0,0,0,0,1,1,2,2,10,mic-tdd-1.01
1552,2,70,1845,0,0,0,0,7,15,3,4,12,mic-tdd-1.01
1552,2,70,1846,225,235,501,700,22,22,5,5,25,mic-tdd-1.01
1552,2,70,1847,1890,2681,6505,9993,22,22,5,5,43,mic-tdd-1.01
1552,2,70,1848,8,8,491,523,22,22,5,5,4,mic-tdd-1.01
1552,70,2,1843,0,0,0,0,7,1,3,2,6,mic-tdd-1.01
1552,70,2,1844,0,0,0,0,1,1,2,2,10,mic-tdd-1.01
1552,70,2,1845,0,0,0,0,15,7,4,3,12,mic-tdd-1.01
1552,70,2,1846,501,700,225,235,22,22,5,5,25,mic-tdd-1.01
1552,70,2,1847,6505,9993,1890,2681,22,22,5,5,43,mic-tdd-1.01
1552,70,2,1848,491,523,8,8,22,22,5,5,4,mic-tdd-1.01
1553,2,70,1838,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1553,70,2,1838,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1554,2,70,1836,0,0,0,0,14,7,4,3,1,mic-tdd-1.01
1554,2,70,1837,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
1554,70,2,1836,0,0,0,0,7,14,3,4,1,mic-tdd-1.01
1554,70,2,1837,0,0,0,0,17,17,4,4,4,mic-tdd-1.01
1556,2,70,1839,0,0,0,0,7,15,3,4,2,mic-tdd-1.01
1556,70,2,1839,0,0,0,0,15,7,4,3,2,mic-tdd-1.01
1557,2,230,1898,1850,1950,2651,2846,22,22,5,5,49,mic-tdd-1.01
1557,230,2,1898,2651,2846,1850,1950,22,22,5,5,49,mic-tdd-1.01
1564,2,230,1855,0,0,0,0,4,15,2,4,2,mic-tdd-1.01
1564,230,2,1855,0,0,0,0,15,4,4,2,2,mic-tdd-1.01
1565,2,230,1854,0,0,0,0,1,15,2,4,2,mic-tdd-1.01
1565,230,2,1854,0,0,0,0,15,1,4,2,2,mic-tdd-1.01
1566,2,230,1850,0,0,0,0,7,15,3,4,3,mic-tdd-1.01
1566,230,2,1850,0,0,0,0,15,7,4,3,3,mic-tdd-1.01
1567,2,230,1818,1,10,1,30,16,1,4,2,8,mic-tdd-1.01
1567,230,2,1818,1,30,1,10,1,16,2,4,8,mic-tdd-1.01
1569,350,640,1896,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
1569,350,640,1897,550,650,1300,1500,22,22,5,5,14,mic-tdd-1.01
1569,640,350,1896,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
1569,640,350,1897,1300,1500,550,650,22,22,5,5,14,mic-tdd-1.01
1571,350,640,1882,1,10,1,10,17,17,4,4,4,mic-tdd-1.01
1571,640,350,1882,1,10,1,10,17,17,4,4,4,mic-tdd-1.01
1573,350,640,1878,0,0,0,0,14,7,4,3,5,mic-tdd-1.01
1573,640,350,1878,0,0,0,0,7,14,3,4,5,mic-tdd-1.01
1575,350,640,1868,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1575,640,350,1868,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1576,350,640,1866,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1576,640,350,1866,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1579,350,640,1829,1,25,251,500,17,17,4,4,3,mic-tdd-1.01
1579,640,350,1829,251,500,1,25,17,17,4,4,3,mic-tdd-1.01
1580,230,600,1859,100,200,100,200,16,0,4,1,3,mic-tdd-1.01
1580,230,600,1860,950,1200,3600,4900,22,22,5,5,5,mic-tdd-1.01
1580,600,230,1859,100,200,100,200,0,16,1,4,3,mic-tdd-1.01
1580,600,230,1860,3600,4900,950,1200,22,22,5,5,5,mic-tdd-1.01
1581,230,600,1893,202,306,0,0,16,0,4,1,13,mic-tdd-1.01
1581,600,230,1893,0,0,202,306,0,16,1,4,13,mic-tdd-1.01
1586,150,160,1846,0,0,0,0,12,0,3,1,1,mic-tdd-1.01
1586,160,150,1846,0,0,0,0,0,12,1,3,1,mic-tdd-1.01
1587,140,150,1850,0,0,0,0,17,17,4,4,3,mic-tdd-1.01
1587,150,140,1850,0,0,0,0,17,17,4,4,3,mic-tdd-1.01
1588,140,150,1854,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1588,150,140,1854,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1589,140,150,1862,0,0,0,0,16,11,4,3,4,mic-tdd-1.01
1589,150,140,1862,0,0,0,0,11,16,3,4,4,mic-tdd-1.01
1590,140,150,1864,72,72,103,262,17,17,4,4,11,mic-tdd-1.01
1590,140,150,1865,1792,2622,2452,3424,22,22,5,5,17,mic-tdd-1.01
1590,140,150,1866,4347,5287,7312,9803,22,22,5,5,12,mic-tdd-1.01
1590,140,150,1867,3588,6918,5268,7167,22,22,5,5,15,mic-tdd-1.01
1590,140,150,1868,2241,3389,7134,8920,22,22,5,5,16,mic-tdd-1.01
1590,140,150,1869,442,641,3506,5055,22,22,5,5,8,mic-tdd-1.01
1590,140,150,1870,2,50,126,225,22,22,5,5,4,mic-tdd-1.01
1590,150,160,1865,2150,2910,1578,2408,22,22,5,5,10,mic-tdd-1.01
1590,150,160,1866,3816,5357,3620,4290,22,22,5,5,9,mic-tdd-1.01
1590,150,160,1867,2466,3604,2451,5070,22,22,5,5,5,mic-tdd-1.01
1590,150,160,1868,2709,3925,1213,1864,22,22,5,5,5,mic-tdd-1.01
1590,150,160,1869,1,21,1,21,22,22,5,5,1,mic-tdd-1.01
1590,150,160,1870,1,4,1,4,22,22,5,5,1,mic-tdd-1.01
1590,150,140,1864,103,262,72,72,17,17,4,4,11,mic-tdd-1.01
1590,150,140,1865,2452,3424,1792,2622,22,22,5,5,17,mic-tdd-1.01
1590,150,140,1866,7312,9803,4347,5287,22,22,5,5,12,mic-tdd-1.01
1590,150,140,1867,5268,7167,3588,6918,22,22,5,5,15,mic-tdd-1.01
1590,150,140,1868,7134,8920,2241,3389,22,22,5,5,16,mic-tdd-1.01
1590,150,140,1869,3506,5055,442,641,22,22,5,5,8,mic-tdd-1.01
1590,150,140,1870,126,225,2,50,22,22,5,5,4,mic-tdd-1.01
1590,160,150,1865,1578,2408,2150,2910,22,22,5,5,10,mic-tdd-1.01
1590,160,150,1866,3620,4290,3816,5357,22,22,5,5,9,mic-tdd-1.01
1590,160,150,1867,2451,5070,2466,3604,22,22,5,5,5,mic-tdd-1.01
1590,160,150,1868,1213,1864,2709,3925,22,22,5,5,5,mic-tdd-1.01
1590,160,150,1869,1,21,1,21,22,22,5,5,1,mic-tdd-1.01
1590,160,150,1870,1,4,1,4,22,22,5,5,1,mic-tdd-1.01
1593,130,135,1858,0,0,0,0,0,13,1,4,5,mic-tdd-1.01
1593,130,135,1859,0,0,0,0,0,13,1,4,2,mic-tdd-1.01
1593,135,130,1858,0,0,0,0,13,0,4,1,5,mic-tdd-1.01
1593,135,130,1859,0,0,0,0,13,0,4,1,2,mic-tdd-1.01
1595,135,230,1862,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1595,230,135,1862,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1596,130,135,1893,0,0,0,0,7,15,3,4,2,mic-tdd-1.01
1596,135,130,1893,0,0,0,0,15,7,4,3,2,mic-tdd-1.01
1597,100,135,1899,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1597,135,100,1899,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1598,100,135,1912,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1598,135,100,1912,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1599,2,41,1889,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1599,41,2,1889,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1600,145,160,1866,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1600,160,145,1866,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1601,145,150,1887,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
1601,145,150,1888,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
1601,150,145,1887,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
1601,150,145,1888,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
1605,800,811,1970,0,0,0,0,14,0,4,1,2,mic-tdd-1.01
1605,811,800,1970,0,0,0,0,0,14,1,4,2,mic-tdd-1.01
1608,155,160,1965,1,1,0,0,17,17,4,4,7,mic-tdd-1.01
1608,160,155,1965,0,0,1,1,17,17,4,4,7,mic-tdd-1.01
1609,155,160,1967,0,0,0,0,15,7,4,3,8,mic-tdd-1.01
1609,155,160,1968,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
1609,160,155,1967,0,0,0,0,7,15,3,4,8,mic-tdd-1.01
1609,160,155,1968,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
1610,800,811,1968,3,15,4,4,17,17,4,4,11,mic-tdd-1.01
1610,811,800,1968,4,4,3,15,17,17,4,4,11,mic-tdd-1.01
1612,645,670,1973,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1612,645,690,1972,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1612,645,690,1973,2,2,0,0,17,17,4,4,5,mic-tdd-1.01
1612,670,645,1973,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1612,690,645,1972,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1612,690,645,1973,0,0,2,2,17,17,4,4,5,mic-tdd-1.01
1613,645,690,1975,2,2,0,0,17,17,4,4,5,mic-tdd-1.01
1613,690,645,1975,0,0,2,2,17,17,4,4,5,mic-tdd-1.01
1622,140,200,1826,0,0,0,0,0,2,1,2,1,mic-tdd-1.01
1622,200,140,1826,0,0,0,0,2,0,2,1,1,mic-tdd-1.01
1623,100,200,1836,0,0,0,0,15,1,4,2,3,mic-tdd-1.01
1623,100,200,1837,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
1623,200,100,1836,0,0,0,0,1,15,2,4,3,mic-tdd-1.01
1623,200,100,1837,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
1628,101,200,1858,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
1628,101,220,1858,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
1628,200,101,1858,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
1628,220,101,1858,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
1629,150,200,1859,0,0,0,0,0,15,1,4,1,mic-tdd-1.01
1629,200,150,1859,0,0,0,0,15,0,4,1,1,mic-tdd-1.01
1631,2,200,1860,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1631,2,220,1860,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1631,2,230,1860,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1631,200,2,1860,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1631,220,2,1860,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1631,230,2,1860,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1632,41,255,1872,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
1632,255,41,1872,0,0,0,0,16,0,4,1,2,mic-tdd-1.01
1635,300,325,1877,0,0,0,0,10,7,3,3,2,mic-tdd-1.01
1635,325,300,1877,0,0,0,0,7,10,3,3,2,mic-tdd-1.01
1637,2,200,1881,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1637,101,200,1881,0,0,0,0,0,7,1,3,3,mic-tdd-1.01
1637,200,2,1881,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1637,200,101,1881,0,0,0,0,7,0,3,1,3,mic-tdd-1.01
1639,101,200,1886,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1639,101,200,1887,0,0,0,0,1,14,2,4,3,mic-tdd-1.01
1639,200,101,1886,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1639,200,101,1887,0,0,0,0,14,1,4,2,3,mic-tdd-1.01
1642,200,325,1890,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1642,325,200,1890,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1643,155,200,1891,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1643,155,220,1891,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1643,200,155,1891,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1643,220,155,1891,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1644,2,220,1895,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1644,42,220,1895,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
1644,220,2,1895,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1644,220,42,1895,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
1645,140,200,1895,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1645,200,140,1895,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1646,140,220,1895,60,60,25,25,17,17,4,4,4,mic-tdd-1.01
1646,220,140,1895,25,25,60,60,17,17,4,4,4,mic-tdd-1.01
1647,140,220,1895,50,70,1,15,0,16,1,4,4,mic-tdd-1.01
1647,140,220,1896,0,0,0,0,7,1,3,2,2,mic-tdd-1.01
1647,220,140,1895,1,15,50,70,16,0,4,1,4,mic-tdd-1.01
1647,220,140,1896,0,0,0,0,1,7,2,3,2,mic-tdd-1.01
1648,41,255,1897,0,0,0,0,15,7,4,3,3,mic-tdd-1.01
1648,255,41,1897,0,0,0,0,7,15,3,4,3,mic-tdd-1.01
1649,200,235,1899,0,0,0,0,2,0,2,1,1,mic-tdd-1.01
1649,235,200,1899,0,0,0,0,0,2,1,2,1,mic-tdd-1.01
1650,2,710,1905,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1650,710,2,1905,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1660,200,380,1917,0,0,0,0,15,0,4,1,10,mic-tdd-1.01
1660,380,200,1917,0,0,0,0,0,15,1,4,10,mic-tdd-1.01
1661,210,255,1915,0,0,0,0,0,16,1,4,9,mic-tdd-1.01
1661,210,255,1916,0,0,0,0,0,16,1,4,46,mic-tdd-1.01
1661,210,255,1917,0,0,0,0,0,16,1,4,97,mic-tdd-1.01
1661,210,255,1918,0,0,0,0,0,16,1,4,27,mic-tdd-1.01
1661,255,210,1915,0,0,0,0,16,0,4,1,9,mic-tdd-1.01
1661,255,210,1916,0,0,0,0,16,0,4,1,46,mic-tdd-1.01
1661,255,210,1917,0,0,0,0,16,0,4,1,97,mic-tdd-1.01
1661,255,210,1918,0,0,0,0,16,0,4,1,27,mic-tdd-1.01
1665,2,40,1921,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1665,40,2,1921,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1666,2,92,1921,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1666,92,2,1921,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1668,365,710,1922,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
1668,365,710,1923,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
1668,710,365,1922,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
1668,710,365,1923,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
1669,325,530,1923,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
1669,325,530,1924,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
1669,530,325,1923,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
1669,530,325,1924,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
1670,220,325,1926,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
1670,325,220,1926,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
1671,220,325,1926,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
1671,220,325,1927,0,0,0,0,0,16,1,4,4,mic-tdd-1.01
1671,325,220,1926,0,0,0,0,7,7,3,3,3,mic-tdd-1.01
1671,325,220,1927,0,0,0,0,16,0,4,1,4,mic-tdd-1.01
1672,200,325,1927,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1672,220,325,1927,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1672,230,325,1927,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1672,325,200,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1672,325,220,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1672,325,230,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1674,365,710,1927,0,0,0,0,7,15,3,4,3,mic-tdd-1.01
1674,710,365,1927,0,0,0,0,15,7,4,3,3,mic-tdd-1.01
1677,2,40,1933,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
1677,40,2,1933,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
1683,41,200,1883,0,0,0,0,16,7,4,3,3,mic-tdd-1.01
1683,200,41,1883,0,0,0,0,7,16,3,4,3,mic-tdd-1.01
1685,290,366,1939,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
1685,366,290,1939,0,0,0,0,17,17,4,4,2,mic-tdd-1.01
1686,225,255,1939,0,0,0,0,10,0,3,1,1,mic-tdd-1.01
1686,255,225,1939,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
1695,255,310,1944,0,0,0,0,17,17,4,4,5,mic-tdd-1.01
1695,310,255,1944,0,0,0,0,17,17,4,4,5,mic-tdd-1.01
1698,155,200,1947,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
1698,155,200,1948,0,0,0,0,14,7,4,3,4,mic-tdd-1.01
1698,160,200,1947,0,0,0,0,14,0,4,1,3,mic-tdd-1.01
1698,160,200,1948,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1698,200,155,1947,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
1698,200,155,1948,0,0,0,0,7,14,3,4,4,mic-tdd-1.01
1698,200,160,1947,0,0,0,0,0,14,1,4,3,mic-tdd-1.01
1698,200,160,1948,0,0,0,0,7,7,3,3,4,mic-tdd-1.01
1701,365,380,1952,0,0,0,0,16,8,4,3,2,mic-tdd-1.01
1701,380,365,1952,0,0,0,0,8,16,3,4,2,mic-tdd-1.01
1703,310,345,1952,0,0,0,0,16,16,4,4,7,mic-tdd-1.01
1703,315,345,1952,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1703,345,355,1952,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1703,345,360,1952,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1703,345,365,1952,0,0,0,0,0,11,1,3,3,mic-tdd-1.01
1703,345,310,1952,0,0,0,0,16,16,4,4,7,mic-tdd-1.01
1703,345,315,1952,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
1703,355,345,1952,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1703,360,345,1952,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
1703,365,345,1952,0,0,0,0,11,0,3,1,3,mic-tdd-1.01
1707,710,750,1958,0,0,3,3,17,17,4,4,10,mic-tdd-1.01
1707,750,710,1958,3,3,0,0,17,17,4,4,10,mic-tdd-1.01
1709,365,732,1959,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
1709,732,365,1959,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
1710,710,732,1960,0,0,1,1,16,0,4,1,2,mic-tdd-1.01
