Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
East Asia & Pacific,EAS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,9730.872436,9679.103532,9450.37772,9235.223231,9024.258034,8797.800338,8587.860537,8379.594488,8169.034912,7963.580108,7757.041906,7576.332463,7409.283774,7257.205424,7125.007203,7007.686823,6900.233906,6794.9229,6692.112826,6594.267887,6496.026993,6391.497929,6290.439183,6197.228632,6104.914828,6010.428272,5913.632717,5818.896457,5728.867936,5643.080266,5562.158116,5487.880613,5417.786529,5350.113523,5285.718086,5223.759485,5163.796977,5107.442968,5056.218284,5008.835924,4964.19081,4922.428262,4883.09875,4845.910764,4809.622421,4773.877569,4738.990144,4704.559034,4671.615057,4639.669756,4606.513891,4569.842055,4534.231215,4500.227147,4468.137623,4436.54215,4405.031034,4378.021721,4354.657444,4335.800779,,,
Europe & Central Asia (excluding high income),ECA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281.930085,3260.517917,3246.71819,3235.497116,3215.222057,3205.334443,3193.341552,3182.591562,3169.541767,3156.006576,3142.132015,3127.202143,3110.761739,3093.734252,3010.324554,2997.016394,2975.278253,2951.006571,2922.792019,2895.199102,2872.310934,2848.042013,2823.563574,2797.84088,2772.757141,2749.522173,2726.401645,2702.436556,2683.616076,,,
Europe & Central Asia,ECS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8544.108725,8387.432438,8366.689761,8349.9303,8332.379763,8318.767187,8305.930855,8294.200934,8284.259534,8273.302065,8258.166672,8236.673732,8212.074566,8186.89869,8101.573979,8075.702241,8042.640915,8010.42599,7979.033202,7959.408857,7928.876772,7893.074774,7856.445944,7820.141735,7784.958577,7754.577361,7725.568827,7700.030626,7681.885807,,,
Ecuador,ECU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,93107.30259,90462.48537,87876.56917,85351.31113,82887.55977,80498.40595,78184.01024,75939.8544,73769.7633,71676.05147,69658.93574,67711.21107,65828.99371,64012.75162,62259.12235,60566.65693,58934.29372,57359.80494,55841.02978,54376.65049,52965.53098,51606.23834,50296.3151,49030.37012,47804.74743,46617.02052,45470.542,44374.06292,43329.28346,42335.58858,41398.88169,40534.26804,39738.32707,38986.0387,38264.32536,37570.42012,36904.06894,36263.20761,35642.79411,35037.40187,34440.01999,33846.93093,33260.19699,32686.61274,32127.78609,31579.56126,31041.61675,30517.08595,30007.93745,29513.82577,29033.1997,28571.64446,28137.14364,27722.7827,27315.5518,26910.65498,26495.86655,25999.56088,25507.76245,25152.66285,,,
"Egypt, Arab Rep.",EGY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,36.03880615,35.10616913,34.19278494,33.30375072,32.44807521,31.63242415,30.85618445,30.11628288,29.41526426,28.75051471,28.12467296,27.52487919,26.93909201,26.36409543,25.7894246,25.22128525,24.64428683,24.05196996,23.45630646,22.8578973,22.27192673,21.69731735,21.11768962,20.54381829,19.98567307,19.44605463,18.92458438,18.41673333,17.93212379,17.47804714,17.0616344,16.66968332,16.29136786,15.92969347,15.58435697,15.2519946,14.92677046,14.61005522,14.30453763,14.01122027,13.72603313,13.44198779,13.16424787,12.89949294,12.64617236,12.4023824,12.16267505,11.9268005,11.69576089,11.46100108,11.21075555,10.96006005,10.70917323,10.461091,10.23292187,10.02164374,9.824207015,9.639412241,9.468022941,9.305343629,,,
Euro area,EMU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3648.776626,3617.544324,3586.322641,3555.366656,3524.302908,3495.089257,3469.674015,3445.907237,3422.231184,3403.267233,3384.46417,3361.823504,3341.021217,3322.948008,3307.04181,3293.52663,3281.087786,3268.051012,3254.668867,3240.3614,3227.651425,3218.932009,3213.234216,3208.927783,3203.860941,3197.079178,3189.468835,3179.705101,3166.50261,3151.8681,3134.518499,3298.895679,3270.083504,3260.199398,3252.259445,3244.597811,3237.192766,3230.492932,3222.47426,3212.502246,3201.994757,3186.574983,3169.546947,3152.376774,3136.296837,3121.873618,3105.935918,3090.994081,3081.14069,3074.043453,3080.776366,3074.191128,3063.987042,3053.78808,3044.966078,3036.436619,3030.398255,3023.548827,3020.364135,3016.506515,,,
Eritrea,ERI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.128672,1370.869033,1297.966828,1236.70924,1221.874521,1205.4661,1188.21444,1170.138076,1137.320481,1099.149572,1055.253845,1013.339896,988.7941373,972.1908286,956.8828584,931.5388789,907.9447762,889.530763,872.9349632,860.8508404,849.4199827,842.5043442,838.3218473,832.0241335,824.2729545,812.683906,800.2702627,787.4308045,,,
Spain,ESP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3617.524826,3584.395065,3553.095825,3517.963681,3479.970703,3444.516673,3402.38596,3358.184097,3325.254043,3288.527054,3249.135341,3213.457776,3178.146516,3143.610858,3109.802309,3077.109372,3045.604254,3016.419576,2989.944162,2966.032131,2945.022027,2927.393378,2913.166293,2901.094287,2890.600744,2881.977028,2874.512906,2868.42353,2863.930048,2861.015225,2853.742416,2839.800157,2825.11267,2811.694261,2799.311752,2787.676425,2776.017179,2764.552441,2753.369752,2741.0859,2722.126768,2683.944446,2635.842792,2590.752342,2547.353107,2504.655743,2458.719003,2419.805534,2398.467086,2387.449726,2378.981256,2377.43718,2385.240083,2392.381453,2394.238394,2392.217789,2386.612512,2376.182413,2359.189234,2347.692648,,,
Estonia,EST,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8290.440685,8506.63397,8690.515099,8847.068912,8978.563063,9081.587813,9169.242134,9142.28006,9098.164977,9156.301891,9214.485084,9272.499125,9328.098051,9381.631636,9437.114367,9480.263747,9505.717641,9524.059302,9545.804465,9574.827921,9609.161894,9643.42104,9668.744699,9662.408669,9659.596136,9647.908279,9614.388147,9578.731749,9559.826765,,,
Ethiopia,ETH,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2268.00907,2193.44727,2122.605301,2055.68379,1992.374106,1932.321455,1874.685596,1820.029867,1767.630945,1716.539768,1667.376486,1620.163847,1574.804369,1530.912192,1487.8741,1446.232656,1406.249523,1367.133796,1328.71653,1291.671219,1256.638994,1223.097298,1190.570351,1158.669008,1127.562953,1097.818924,1069.044558,1041.036365,,,
European Union,EUU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3687.977687,3656.76923,3625.14919,3593.384631,3562.977645,3534.0805,3506.256056,3480.519763,3455.873663,3435.81733,3416.587454,3393.564903,3371.942,3351.90453,3332.860301,3315.869829,3300.325972,3285.438657,3271.001457,3255.669422,3241.60688,3230.915123,3222.920748,3216.139496,3209.05421,3200.876405,3192.169034,3182.299386,3171.6214,3160.521312,3147.946804,3274.815442,3204.306945,3196.329577,3190.290418,3185.098206,3180.311791,3176.056064,3170.824025,3167.030151,3162.848171,3155.596116,3144.382618,3132.610103,3121.531849,3111.428522,3101.003176,3091.076541,3083.769602,3079.453369,3084.922933,3080.378984,3072.886449,3065.230594,3058.551713,3052.061574,3047.275294,3041.91757,3039.428298,3037.220999,,,
Fragile and conflict affected situations,FCS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,27247.10071,26617.6679,25996.57862,25384.19356,24782.60247,24193.37578,23613.98521,23045.2325,22485.41065,21936.50195,21403.98927,20875.06137,20342.6074,19815.2735,19276.6074,18747.94017,18252.87402,17758.06545,17292.76145,16923.70079,16559.9057,16153.81049,15734.07611,15323.19307,14943.20883,14583.51704,14242.9809,13898.60758,13501.35865,13194.18195,11391.40339,10088.91645,9812.225095,9559.173287,9348.906103,9151.527334,8950.746998,8748.524435,8557.738127,8371.631443,8171.377666,7970.272604,7782.155505,7598.851027,7421.36449,7253.386687,7085.573749,6915.406805,6749.131453,6588.797833,6106.191818,5960.097241,5823.370553,5693.799747,5567.308507,5444.585117,5326.31096,5208.776857,5091.776707,,,
Finland,FIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,23985.62656,23823.07869,23655.24885,23524.01637,23445.72381,23358.01351,23231.86004,23127.78925,23141.21439,23229.02056,23199.72316,23062.04963,22931.44933,22811.70705,22710.67869,22642.32074,22579.07,22514.33342,22456.86498,22387.11506,22291.83386,22167.28511,22035.56293,21918.13148,21826.90813,21756.13045,21694.51167,21631.53967,21553.58655,21458.23335,21341.35396,21221.77108,21119.33669,21028.49794,20948.39451,20879.78842,20817.7889,20762.59659,20714.45912,20671.49916,20624.48632,20574.557,20525.55393,20466.04435,20396.11932,20317.99369,20231.73849,20137.76869,20041.69046,19950.21024,19857.94333,19763.68178,19672.83523,19591.64422,19527.21866,19471.17384,19425.5343,19399.78515,19378.41997,19350.60456,,,
Fiji,FJI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,66753.17691,64682.75995,62717.75473,60872.9025,59188.40363,57719.67847,56425.26666,55227.56465,54109.4774,53066.9145,52106.33708,51234.28875,50415.3305,49582.84416,48669.72266,47639.78648,46527.84908,45399.68419,44292.27003,43216.32381,42173.39989,41162.46848,40179.52013,39246.09017,38442.99799,37825.69179,37351.0211,36948.17162,36582.39688,36377.21194,36283.50187,36175.96598,36102.54387,36036.78655,35842.60889,35484.70491,35075.99389,34672.37941,34293.92355,33934.76917,33592.54304,33263.19518,32941.26878,32631.443,32329.91689,32055.31254,31837.86442,31673.55053,31541.07134,31430.44294,31337.15819,31255.02899,31183.10105,31127.34409,31087.65412,31065.73422,31066.51171,31084.47246,31018.3807,,,
France,FRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4240.734541,4194.649171,4150.243892,4103.91128,4058.214601,4014.690475,3973.456358,3935.689263,3900.712588,3866.668306,3832.502619,3799.544541,3769.768193,3744.249067,3723.303934,3705.998815,3688.540523,3670.654558,3652.729525,3632.890461,3611.996191,3591.044266,3571.897,3553.93174,3535.493125,3517.089971,3498.435648,3479.916039,3462.227325,3445.620299,3415.441865,3398.47398,3383.741723,3371.113117,3358.87991,3346.914387,3335.003948,3322.657082,3305.543628,3282.919508,3259.060008,3235.396061,3212.49171,3188.96333,3165.138156,3143.257365,3123.938983,3106.5695,3090.670427,3075.47642,3060.667027,3045.890606,3030.197938,3016.042314,3005.337239,2997.417545,2988.731585,2978.036327,2967.887414,2959.844953,,,
Faroe Islands,FRO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,315792.1087,311932.9572,307928.0199,303799.3442,299524.2313,295097.7781,290555.528,285908.0457,280520.2625,274618.5481,268987.8349,263543.1447,258150.634,252726.83,247233.6961,241652.6685,235994.6527,230293.4135,224599.6921,218935.8118,213290.6058,207704.0471,202195.0492,196780.2433,191480.9652,186291.66,181212.2659,176256.1475,171456.8289,166831.4636,162377.0415,158080.517,153934.24,149961.9152,146172.248,142534.206,139005.9044,135556.0111,132176.6267,128836.115,125517.5686,122233.3524,118978.6985,115728.4897,112455.6263,109148.9444,105821.8811,102501.4094,99181.03078,95844.49815,92524.68265,89290.33242,86214.78205,83381.84564,80847.23963,78611.60403,76627.81543,74817.10867,73123.37117,71535.34479,,,
United Kingdom,GBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2746.212121,2723.004695,2702.702703,2685.185185,2667.989008,2653.320768,2639.069883,2626.254942,2615.35756,2604.950304,2594.092985,2585.312412,2580.322457,2578.695839,2578.887272,2579.521856,2580.369983,2580.231681,2577.917512,2574.838297,2573.941849,2574.864587,2573.986673,2569.916255,2564.090412,2558.158589,2552.72477,2547.062379,2540.440706,2532.857892,2525.03718,2518.217917,2512.187836,2505.80028,2499.18001,2492.824534,2486.412442,2479.177431,2470.925472,2462.112587,2452.652267,2442.291227,2430.945351,2417.153925,2400.614319,2383.033329,2364.549513,2346.012777,2328.334693,2310.154491,2292.170845,2276.287451,2261.093169,2244.5022,2226.787768,2209.975301,2195.012178,2181.752174,2169.478882,2161.558328,,,
Georgia,GEO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927.77265,11836.45212,12020.07578,12480.34984,12941.65081,13363.48566,13698.25245,13982.99621,14257.57475,14480.46806,14610.97922,14709.99075,14801.36683,14895.69808,14980.619,15058.96909,15104.78637,15239.54238,15351.11753,15474.7539,15589.1564,15636.1461,15628.80604,15604.21295,15594.88183,15592.79443,15598.8825,15625.66781,15614.9435,,,
Ghana,GHA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4262.185455,4161.406539,4062.619038,3965.866844,3870.85598,3778.215979,3687.887396,3599.364801,3511.067104,3419.133267,3326.425055,3235.122281,3144.06772,3054.749889,2967.722928,2883.241288,2798.947965,2714.268182,2631.196174,2553.67651,2480.971034,2407.63272,2333.61786,2270.940942,2219.545582,2168.672319,2117.283532,2065.203589,2012.961746,1961.548217,1912.459713,1865.585719,1820.51599,1778.079901,1737.497501,1698.048813,1658.634424,1619.047436,1580.03495,1540.769211,1500.328513,1459.655273,1420.566826,1383.154655,1346.84918,1311.768608,1278.032353,1245.576405,1214.391769,1184.76375,1156.226369,1128.123478,1100.793563,1074.606869,1049.498252,1025.231419,1002.57221,981.5150907,961.2245811,941.5668872,,,
Gibraltar,GIB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,63152.64133,62048.29664,60950.20288,59859.4627,58776.50209,57700.45803,56630.81719,55564.66608,54520.97055,53524.39173,52581.5322,51690.08273,50841.27691,50032.3993,49258.87194,48510.93954,47776.33909,47035.0636,46262.18911,45448.97859,44598.57044,43707.55315,42784.60375,41835.70637,40855.72127,39849.20778,38826.4516,37810.50413,36830.81585,35567.33439,34160.98652,33078.68116,32074.49457,31120.42337,30261.04706,29415.15258,28816.21705,28276.35002,27645.60826,27108.17975,26759.12536,26347.11272,25763.0479,25220.28975,24726.16862,24221.31422,23672.15449,23108.89248,22551.91256,22004.28246,21467.1526,20947.85911,20442.44322,19941.12075,19439.19137,18942.27509,18462.86216,18000.99149,17549.93714,17114.53097,,,
"Gambia, The",GMB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,7302.805981,7103.786318,6909.688074,6720.806497,6537.258012,6359.260037,6183.883974,6010.205329,5840.14359,5673.962752,5511.494221,5351.857897,5194.913141,5042.83044,4894.690729,4747.631723,4601.692809,4457.824522,4315.584294,4174.865639,4038.522116,3904.867026,3770.914434,3637.254213,3504.844864,3374.654098,3247.055462,3122.277764,3000.804216,2882.907816,2768.712807,2661.575369,2567.813823,2487.805606,2415.157529,2345.454119,2277.900869,2212.081059,2148.22925,2086.899903,2027.781965,1970.801913,1915.394472,1860.782459,1806.828366,1753.059381,1699.829394,1647.860912,1597.342873,1548.56693,1501.3422,1455.594188,1411.851742,1370.476912,1331.479322,1294.662624,1259.878497,1227.036021,1195.751257,1165.503429,,,
Guinea-Bissau,GNB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,27439.21785,27100.3169,26854.55906,27096.55349,27699.00872,28051.72036,27904.70543,27421.91182,27216.43873,27042.42111,26913.32731,26847.88992,26525.06702,25658.46024,24255.83846,22824.01543,21430.82932,20142.81254,19474.2441,19243.21256,18935.87484,18634.33609,18340.33705,18054.41148,17776.03968,17503.13415,17233.80238,16965.6869,16697.29577,16434.68087,16098.91171,15641.74155,15140.60417,14684.05871,14321.23607,14027.65552,13764.11575,13512.70321,13261.786,12999.15749,12724.87235,12444.79566,12161.26137,11878.16859,11596.61466,11314.68908,11030.13156,10749.57455,10476.71681,10209.16017,9943.959573,9681.02827,9424.221309,9177.948373,8943.948832,8721.475325,8511.426058,8311.882615,8119.943749,7937.185117,,,
Equatorial Guinea,GNQ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,95495.54844,93697.07016,91866.94839,90011.49378,88132.60567,86230.62713,84313.2041,82454.61032,81544.0683,82030.57216,83346.15582,85144.84448,87233.68562,89482.99479,91787.81481,94202.89855,95807.67714,95988.42232,94916.49174,92032.46622,87556.82775,82345.97344,77209.98741,72626.71266,68714.17283,65445.68512,62685.49482,60242.7784,57981.35676,55848.04177,53814.40653,51861.63316,49977.31799,48148.86146,46367.30035,44629.60007,42934.75568,41287.27367,39692.89909,37957.47886,36147.76092,34477.50012,32924.68731,31463.47514,30067.32769,28716.01846,27402.63107,26131.41489,24911.70716,23754.61845,22715.59723,21782.18485,20901.31284,20074.38331,19302.53984,18585.67316,17922.45642,17309.2043,16741.4559,16290.22668,,,
Greece,GRC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,6906.365168,6865.340954,6839.925115,6815.167602,6783.361537,6733.497793,6678.882112,6635.574804,6611.371285,6596.301567,6567.745845,6525.191514,6495.625644,6471.753807,6411.290238,6312.478573,6230.878321,6150.609987,6074.406452,6015.034475,5961.343769,5924.707388,5890.341941,5861.071782,5838.358012,5819.079014,5799.654921,5778.628897,5748.551613,5688.063462,5620.194794,5577.426654,5544.713092,5517.019911,5491.304661,5467.159339,5440.258041,5410.190878,5389.484076,5367.483857,5339.651553,5320.114012,5307.43306,5294.317983,5278.815186,5262.985009,5249.59422,5235.677241,5221.924122,5215.198419,5222.920082,5251.239677,5289.455898,5324.807276,5360.006203,5382.345591,5393.001502,5403.953943,5409.649434,5421.270579,,,
Grenada,GRD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2082.205472,2064.366962,2048.90742,2036.120783,2026.506708,2020.671469,2019.059926,2020.712301,2024.414438,2029.735627,2036.141512,2043.193102,2050.693134,2058.354346,2066.521321,2076.217961,2087.442987,2099.913904,2108.859318,2100.35496,2071.808896,2037.137008,2007.669297,1988.545975,1982.298078,1988.091333,2002.46303,2015.641377,2019.24339,2004.851741,1979.414093,1957.464301,1938.472871,1921.968095,1907.559659,1894.854523,1883.239171,1872.255975,1861.642714,1852.949896,1847.8994,1839.249586,1826.217174,1813.993143,1801.996612,1790.109644,1778.1255,1766.020009,1753.785985,1740.371395,1725.446891,1710.205652,1695.317533,1680.954782,1667.139023,1653.972428,1641.523991,1629.673088,1617.298626,,,
Greenland,GRL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,25682.56956,24939.45559,24221.2169,23530.45114,22869.18658,22236.74806,21634.75112,21064.4288,20525.92996,20017.6089,19536.41099,19078.3714,18639.69169,18217.30644,17810.68514,17416.31516,17028.79629,16641.47333,16248.59276,15848.26074,15442.95398,15035.81747,14632.99916,14237.54244,13850.77741,13473.29604,13105.39546,12747.5812,12400.64297,12066.14502,11745.95942,11441.67757,11153.53381,10879.17914,10615.56058,10363.53811,10122.01852,9885.739142,9654.25223,9422.10974,9198.450246,8989.490693,8795.574892,8610.555911,8433.544749,8264.3815,8102.683257,7948.003752,7799.894144,7657.9521,7519.876542,7387.391995,7258.716958,7134.309784,7014.650277,6899.301161,6787.913387,6680.145226,6576.718201,6477.508779,,,
Guam,GUM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,409448.2303,398457.0948,388269.43,378956.4389,370651.1926,363367.1622,357003.1878,351369.8321,346304.6705,341717.4635,337580.403,333797.7878,330198.0503,326690.624,323233.949,319818.2477,316531.3419,313553.4452,311175.7278,309698.5772,309098.7911,309117.4249,309620.5927,310564.2088,311905.067,313594.6535,315566.4614,317753.3127,320096.9057,322573.7369,323882.9398,323490.8013,322542.2216,321527.9649,320611.3166,319810.6084,319116.1146,318489.435,317936.0803,317501.7225,317184.9768,316970.5507,316870.9454,316928.4504,317226.7276,317788.0894,318563.5296,319565.0733,320795.2528,322221.8063,323824.6241,323939.5349,322442.5357,320856.3269,319192.1921,317486.6649,315754.1677,306805.4802,301720.3065,302307.3199,,,
High income,HIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,13663.44971,13486.92581,13326.49028,13170.03939,13022.40443,12884.51229,12751.62072,12625.57639,12502.31842,12381.98696,12237.7462,12115.51042,12000.33516,11889.73869,11783.64241,11687.32504,11593.72028,11500.98766,11408.34702,11317.93247,11229.2915,11147.53272,11072.90402,11003.27874,10933.96131,10862.99253,10790.89271,10717.49513,10640.42131,10565.44599,10478.61403,12740.20607,12510.52168,12436.01351,12365.71224,12298.67481,12231.89983,12168.30062,12107.79324,12050.53915,11994.64262,11938.4957,11880.89336,11821.48866,11758.80577,11685.92049,11605.07793,11520.54661,11444.34852,11380.35975,11336.50413,11278.53129,11218.37709,11157.93997,11099.55124,11040.48584,10988.80859,10940.58689,10899.21031,10860.78279,,,
"Hong Kong SAR, China",HKG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,42365.91138,41155.70074,39978.69214,38835.00136,37720.54097,36637.36405,35587.87312,34563.71412,33560.61215,32579.24796,31616.37956,30669.6062,29756.63953,28904.47082,28053.94552,27185.92401,26346.05806,25535.38112,24751.98868,23996.88723,23271.59746,22576.68565,21910.27855,21272.10771,20662.33896,20077.20845,19514.68154,18974.0136,18450.54497,17940.98591,17445.05894,16962.36361,16493.10941,16037.68945,15596.52851,15169.28663,14755.59039,14371.00234,13996.43219,13619.3098,13258.53216,12914.69917,12588.37795,12278.88426,11984.75057,11705.31426,11440.52429,11190.13767,10952.8443,10727.80958,10514.34711,10311.21654,10117.56169,9932.244694,9754.150436,9582.701163,9417.418505,9257.774805,9103.479937,8956.93764,,,
Heavily indebted poor countries (HIPC),HPC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,30585.73684,28268.53996,27596.43829,26929.97871,26268.97364,25614.75859,24964.84863,24320.76048,23689.79745,23072.01622,22471.50805,21897.90146,21331.20207,20762.2803,20205.74861,19671.65098,19151.41021,18607.23926,18065.32651,17615.50901,17280.30097,16918.49735,16477.9337,16025.21701,15587.89066,15177.66125,14781.5103,14400.35868,14023.00757,13673.19629,13343.20569,12960.29484,10990.49761,10667.07577,10365.61997,10072.822,9797.657231,9530.445867,9267.69735,9021.355368,8781.403683,8525.671535,8272.228175,8037.97667,7810.717052,7588.197823,7379.710206,7176.157082,6974.048305,6779.901484,6589.092967,6071.790748,5902.893953,5735.845272,5574.039248,5415.929799,5261.031276,5113.507098,4972.448617,4836.186955,,,
Croatia,HRV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8238.96405,8194.827347,8103.999463,8160.120172,8272.81052,8313.266827,8318.375335,8354.391052,8437.209481,8768.171862,8763.011445,8760.516977,8758.072759,8746.805502,8744.748222,8746.659391,8747.698508,8756.890825,8776.77586,8807.1313,8834.092003,8858.730043,8894.889072,8968.494654,9031.348361,9140.433179,9222.467693,9273.71556,9313.97739,,,
Haiti,HTI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3272.25559,3211.998309,3155.308011,3099.599199,3043.037207,2988.089224,2934.318373,2881.47601,2829.674358,2778.791372,2728.880756,2680.133201,2632.617579,2585.549547,2538.169131,2490.645002,2443.167293,2395.984134,2349.350835,2303.479073,2258.082493,2212.94646,2168.650553,2125.350412,2082.606481,2040.282681,1998.509914,1957.423665,1917.259924,1878.177375,1840.772539,1805.078701,1770.637931,1737.488898,1705.318096,1673.874825,1643.299729,1613.592335,1584.491836,1555.819371,1528.126839,1501.694963,1476.014341,1451.432904,1427.473963,1403.690453,1380.664498,1358.398379,1336.705774,1321.462824,1306.669914,1286.733919,1267.589794,1249.142877,1231.285422,1214.036151,1197.307361,1181.120845,1165.456051,1150.369587,,,
Hungary,HUN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,598.2458832,596.3186862,594.7691835,592.8950423,591.2532944,589.4689602,587.2792955,585.0339539,582.5965025,580.3881055,578.7295478,577.0069094,575.1503419,572.5890185,569.2316085,566.1083926,563.4844602,561.5442166,560.5301569,560.1654056,560.1274402,560.4577445,561.3004133,562.4246878,563.4483716,564.4103173,565.358186,566.2253915,572.4251909,578.3696684,578.4024524,578.6288637,579.2890829,580.0825748,580.8907282,581.889391,583.0628408,584.4210871,586.0788686,587.6032749,588.9526616,590.6321024,592.3262944,593.6393914,594.8211893,595.7481455,596.6717649,597.7174367,598.6440712,599.99862,601.7011898,604.8166387,606.48441,608.1203527,609.568519,611.3700773,612.997634,613.775328,614.0531592,615.3752112,,,
IBRD only,IBD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,12982.87355,12742.64218,12431.76641,12135.40941,11849.34006,11556.4994,11279.1198,11006.42081,10735.36986,10471.11653,10214.47917,9975.087886,9747.545729,9533.451241,9334.820668,9146.989439,8969.398884,8798.503123,8631.619489,8468.517004,8306.092342,8141.939568,7983.278102,7831.836739,7683.518201,7535.946255,7389.703004,7248.0502,7112.456585,6981.932134,6858.93042,7548.166742,7436.062984,7328.185956,7224.193634,7123.936751,7027.247252,6934.295336,6846.58319,6763.982749,6684.768583,6609.26745,6536.345095,6465.056147,6395.908513,6321.039599,6258.910106,6196.539161,6134.360999,6073.756459,6012.010623,5948.27896,5884.318092,5822.221146,5763.297656,5707.624247,5654.34166,5605.484354,5560.831319,5521.699747,,,
